"ID","Name","§130 StGB - Goldstandard","Result - Vanilla GPT-4o","Result - Vanilla GPT-o1","Result - Vanilla Deepseek V3","Result - Vanilla GPT OSS120b","Result - Vanilla Mistral Large","Result - Vanilla GPT5-mini","Result - CoT GPT 4o","Result - CoT GPT o1","Result - CoT Deepseek V3","Result - CoT GPT  OSS120b","Result - CoT Mistral Large","Result - CoT GPT5-mini","Result - RuleAI Deepseek V3","Result - RuleAI GPT OSS120b","Result RuleAI GPT5-mini","Result - RuleAI Mistral Large","Result - RuleAI GPT-4o","Result - RuleAI GPT-o1"
"853061","734_20053","0","n","n","y","n","y","n","n","y","n","n","n","n","N","N","N","N","N","N"
"853062","735_50086","0","n","n","y","n","y","n","y","n","n","n","n","n","N","N","N","N","N","N"
"853063","736_10024","0","n","n","y","n","y","y","y","y","y","n","n","y","Y","N","N","N","N","N"
"853064","737_20055","0.5","n","y","y","n","y","y","y","y","y","n","n","n","N","N","N","N","N","N"
"853065","738_50869","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853066","739_10130","0","y","y","y","y","y","y","y","y","y","n","n","y","Y","N","N","N","N","N"
"853067","740_30174","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853068","741_30148","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853069","742_50788","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853070","743_50027","0","n","n","y","n","n","n","n","n","n","y","n","y","N","N","N","N","N","N"
"853071","744_50036","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853072","745_60060","0.5","n","y","y","y","n","y","y","y","n","y","n","y","Y","N","N","N","Y","Y"
"853073","746_30249","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853074","747_10143","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","Y","Y","Y","Y"
"853075","748_20006","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","Y","Y","N"
"853076","749_10019","0","n","n","y","n","y","y","y","y","y","n","y","y","N","N","N","N","N","N"
"853077","750_30008","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853078","751_20049","0.5","n","n","n","n","n","n","n","n","n","n","n","y","N","N","N","N","N","N"
"853079","752_10069","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","Y","Y","Y"
"853080","753_50898","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853081","754_10064","0","y","y","y","y","y","y","y","y","y","y","y","y","N","N","N","N","N","N"
"853082","755_30001","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853083","756_10109","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853084","757_50904","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853085","758_20073","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853086","759_20086","0","y","y","y","y","y","y","y","n","y","n","n","y","N","N","N","N","N","N"
"853087","760_30163","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853088","761_30210","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853089","762_50120","0","n","y","y","n","n","n","n","y","y","y","n","n","N","N","N","N","N","N"
"853090","763_50785","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853091","764_30237","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853092","765_50830","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853093","766_60016","0.5","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853094","767_50010","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853095","768_50162","0","n","n","y","n","n","n","y","n","y","y","n","y","N","N","N","N","N","N"
"853096","769_50842","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853097","770_10041","1","y","y","y","y","y","y","y","y","y","y","n","y","Y","Y","N","Y","Y","Y"
"853098","771_50132","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853099","772_20002","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","Y","Y","Y"
"853100","773_50173","0","n","n","y","n","n","n","n","n","y","n","n","n","N","N","N","N","N","N"
"853101","774_30118","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853102","775_30013","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853103","776_10114","0","n","n","n","n","n","n","n","n","n","n","n","y","N","N","N","N","N","N"
"853104","777_50510","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853105","778_10073","0.5","n","y","n","y","n","y","y","y","n","y","y","y","Y","Y","N","Y","N","N"
"853106","779_50046","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853107","780_50800","0.5","n","y","n","y","n","y","y","y","n","n","n","y","N","N","N","N","N","N"
"853108","781_30108","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853109","782_20018","0","n","n","y","y","n","n","n","y","y","n","n","y","N","N","N","N","N","N"
"853110","783_50103","0","n","n","y","n","n","n","y","n","y","n","n","n","N","N","N","N","N","N"
"853111","784_50554","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853112","785_10137","0","n","y","y","n","y","y","y","y","n","n","n","y","N","N","N","N","N","N"
"853113","786_20004","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"853114","787_20032","1","y","y","y","y","n","y","y","y","y","y","n","y","Y","N","N","N","N","N"
"853115","788_60042","0.5","n","n","n","n","n","n","y","y","n","y","y","y","N","N","N","N","N","N"
"853116","789_50080","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853117","790_60059","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853118","791_50074","0","y","n","y","y","n","n","n","y","n","y","n","y","N","N","N","N","N","N"
"853119","792_30057","0","n","y","n","n","n","n","n","n","n","y","n","n","Y","N","N","N","N","N"
"853120","793_50544","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853121","794_50819","0","n","n","n","n","n","n","y","y","n","n","n","n","N","N","N","N","N","N"
"853122","795_30247","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853123","796_30225","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853124","797_50178","0.5","n","n","n","n","n","y","n","y","n","y","n","n","N","N","N","N","N","N"
"853125","798_50778","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853126","799_50914","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853127","800_10094","0","y","y","y","y","y","y","y","y","y","y","y","y","N","N","N","N","N","N"
"853128","801_50550","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853129","802_50070","0","n","n","n","n","n","n","n","n","n","y","n","n","N","N","N","N","N","N"
"853130","803_50512","0","n","n","n","n","n","n","n","n","n","n","n","y","N","N","N","N","N","N"
"853131","804_50001","0","y","y","y","y","n","y","y","y","y","y","n","y","Y","N","N","N","N","N"
"853132","805_50057","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853133","806_50551","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853134","807_50112","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853135","808_20000","1","y","y","y","y","y","y","y","y","y","y","n","y","Y","Y","N","Y","Y","Y"
"853136","809_10062","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","Y","Y","Y"
"853137","810_30090","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853138","811_60013","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","N","N"
"853139","812_10105","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853140","813_30129","0","n","n","n","n","n","n","n","n","n","n","n","y","N","N","N","N","N","N"
"853141","814_30021","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853142","815_20030","0","n","n","n","y","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853143","816_30084","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853144","817_50912","0","n","n","n","n","n","n","n","n","n","y","n","n","N","N","N","N","N","N"
"853145","818_50877","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853146","819_10007","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"853147","820_50792","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853148","821_20041","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","Y","Y","Y","Y"
"853149","822_60006","1","y","y","y","y","y","y","y","y","y","y","n","y","Y","Y","N","Y","Y","Y"
"853150","823_50540","0","n","n","n","n","n","n","n","n","n","n","n","y","N","N","N","N","N","N"
"853151","824_30035","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853152","825_50925","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853153","826_50042","0","y","y","y","y","y","y","y","n","n","y","y","y","Y","N","N","N","N","N"
"853154","827_50048","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853155","828_50860","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853156","829_60057","0","y","y","y","y","y","y","y","y","n","y","n","y","Y","N","N","N","N","Y"
"853157","830_50803","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853158","831_50852","0.5","y","y","y","n","n","y","n","y","n","n","n","y","N","N","N","N","N","N"
"853159","832_50791","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853160","833_50168","0","y","y","n","n","n","n","y","y","n","n","n","y","N","N","N","N","N","N"
"853161","834_30151","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853162","835_30224","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853163","836_50116","0.5","y","y","n","y","n","y","y","y","n","y","n","y","Y","Y","N","Y","N","Y"
"853164","837_60071","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"853165","838_50061","1","y","y","y","n","n","n","y","y","n","n","n","y","N","N","N","N","N","N"
"853166","839_30052","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853167","840_50128","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","Y","Y","Y"
"853168","841_10111","0","y","y","y","y","y","n","y","n","y","y","y","y","N","N","N","N","N","N"
"853169","842_30093","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853170","843_50880","0","n","n","y","y","n","n","y","n","n","n","n","n","N","N","N","N","N","N"
"853171","844_20029","0","n","n","n","n","n","n","n","n","n","y","y","n","N","N","N","N","N","N"
"853172","845_60031","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"853173","846_60077","0","n","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","N","N","N"
"853174","847_50864","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853175","848_50921","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853176","849_20044","1","y","y","y","y","y","y","y","y","y","y","n","y","Y","Y","N","Y","Y","Y"
"853177","850_20021","0","y","n","y","y","n","n","y","n","n","y","n","n","Y","Y","N","N","N","N"
"853178","851_30031","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853179","852_30162","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853180","853_50787","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853181","854_50139","0.5","n","y","n","n","n","n","n","y","n","n","n","y","N","N","N","N","N","N"
"853182","855_30159","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853183","856_10097","0","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","N","N","N"
"853184","857_30039","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853185","858_50871","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853186","859_50161","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853187","860_50084","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853188","861_30127","0","n","n","n","n","y","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853189","862_10046","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"853190","863_50546","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853191","864_30053","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853192","865_30201","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853193","866_30209","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853194","867_30199","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853195","868_60028","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"853196","869_50802","0","n","n","n","n","y","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853197","870_30087","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853198","871_10015","1","y","y","y","y","y","y","y","y","y","y","n","y","Y","Y","N","Y","Y","Y"
"853199","872_30121","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853200","873_30217","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853201","874_50775","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853202","875_50198","0","n","n","y","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853203","876_20050","0.5","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853204","877_10012","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","Y","Y"
"853205","878_10133","0","n","y","n","y","n","y","y","y","y","y","n","y","N","N","N","N","N","N"
"853206","879_10016","0","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","N","N","N"
"853207","880_30102","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853208","881_10085","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","N","Y","Y","Y"
"853209","882_20066","1","y","y","y","y","y","y","y","y","y","y","y","y","Y","Y","Y","Y","Y","Y"
"853210","883_50824","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853211","884_30016","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853212","885_10086","0.5","y","y","y","y","y","y","y","y","y","y","n","y","Y","N","N","N","N","N"
"853213","886_30054","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853214","887_20082","0.5","y","y","y","y","y","y","y","y","y","y","n","y","N","N","N","N","N","N"
"853215","888_60036","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853216","889_30101","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853217","890_50491","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853218","891_30007","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853219","892_50868","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853220","893_30089","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853221","894_50038","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853222","895_50490","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853223","896_50069","0","n","y","y","y","n","y","y","y","n","y","n","y","Y","Y","N","Y","N","N"
"853224","897_50553","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853225","898_50052","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853226","899_50532","0","n","n","y","n","n","n","n","n","n","n","n","y","N","N","N","N","N","N"
"853227","900_30126","0","n","n","n","n","n","n","n","n","n","n","n","n","N","N","N","N","N","N"
"853228","901_60070","0.5","y","y","y","y","y","y","y","y","y","y","y","y","Y","N","N","Y","N","N"
